skill,weighted_score
weatherization techniques,0.9199999999999999
physical conditioning,0.9199999999999998
user training,0.9183333333333327
mine design,0.9166666666666667
mitigation strategy development,0.9166666666666667
operational effectiveness assessment,0.9166666666666667
resource extraction planning,0.9166666666666667
employment policy development,0.9150000000000001
computer modeling,0.9100000000000001
benefits research,0.9049999999999999
sampling techniques,0.8999999999999995
mail sorting,0.8899999999999999
craft design,0.8850000000000005
craft production,0.8850000000000005
industrial hygiene research,0.8833333333333333
industrial process knowledge,0.8833333333333333
chemical knowledge,0.8833333333333333
psychological knowledge,0.8833333333333333
information provision,0.8833333333333331
wiring and cabling,0.8829999999999995
visual and auditory reception,0.8829999999999995
audiovisual technology,0.8829999999999995
technical diagram interpretation,0.8829999999999995
visual effects,0.8799999999999999
cell staining techniques,0.8799999999999999
surface inspection,0.8799999999999983
test procedure development,0.8769999999999991
mail delivery,0.8699999999999999
environmental cleaning,0.8683333333333331
furniture polishing,0.8683333333333331
business management,0.8683333333333326
suspect apprehension,0.8649999999999998
form completion,0.8649999999999995
animal tracking,0.8600000000000003
real estate law,0.8600000000000001
property marketing,0.8600000000000001
fabric selection,0.8599999999999999
community liaison,0.859999999999999
student guidance,0.8533333333333333
health screening,0.8500000000000002
human behavior analysis,0.8499999999999999
fashion show coordination,0.8499999999999996
hair presentation techniques,0.8499999999999996
visual media posing,0.8499999999999996
pattern matching,0.8499999999999993
security screening,0.8483333333333327
database design,0.844999999999999
contamination control,0.8433333333333334
metal properties,0.8433333333333333
product validation,0.8416666666666661
test protocol design,0.8416666666666661
construction coordination,0.8350000000000001
track inspection,0.835
ballast management,0.835
garment construction,0.8349999999999997
sustainability strategy execution,0.8333333333333326
seamless finishing techniques,0.8299999999999993
wallcovering installation,0.8299999999999993
wallpaper application techniques,0.8299999999999993
cooling system management,0.8299999999999993
ceiling and wall treatment,0.8299999999999993
component design,0.8290000000000002
computerized financial information access,0.825
check processing,0.825
general office duties,0.825
design creation,0.825
discrepancy reconciliation,0.825
voucher management,0.825
numerical data classification,0.825
accounting software operation,0.825
environmental hazard mitigation,0.8249999999999996
electrical hazard mitigation,0.8249999999999996
wiring verification,0.8249999999999996
current checking,0.8249999999999996
inverter programming,0.8249999999999996
photovoltaic system maintenance,0.8249999999999996
grounding and connections,0.8249999999999996
system testing and adjustment,0.8249999999999996
media production standards,0.8200000000000001
creative decision making,0.8200000000000001
storytelling techniques,0.8200000000000001
groove creation,0.8200000000000001
stone drilling,0.8200000000000001
video editing software operation,0.8200000000000001
library systems,0.8199999999999993
rhythm and tempo,0.8199999999999992
property valuation,0.8166666666666663
material requisitioning,0.8149999999999997
electrical component modification,0.8149999999999997
camera repair techniques,0.8149999999999997
camera disassembly,0.8149999999999997
lens system adjustment,0.8149999999999997
locomotive maintenance,0.81
sales territory management,0.8094444444444443
hydraulic systems,0.8059999999999998
pneumatic systems,0.8059999999999998
food analysis,0.7933333333333323
conformity assessment,0.7916666666666671
soil analysis,0.7899999999999999
garnish preparation,0.7899999999999998
bar management,0.7899999999999998
laboratory quality control,0.7899999999999998
drink recipes,0.7899999999999998
client empowerment,0.7899999999999996
environmental modification,0.7899999999999996
adaptive tool development,0.7899999999999996
admission verification,0.7833333333333332
accessibility assistance,0.7833333333333332
lost item recovery,0.7833333333333332
clinical operations management,0.7799999999999998
genetic education,0.7799999999999998
laboratory result interpretation,0.7799999999999998
data quality control,0.7733333333333314
tile installation,0.7633333333333319
leveling,0.7633333333333319
joint finishing,0.7633333333333319
mortar mixing,0.7633333333333319
rolling and forming techniques,0.761666666666666
diesel engine repair,0.7600000000000002
steering mechanism adjustment,0.7600000000000002
brake system inspection,0.7600000000000002
fuel injection system repair,0.7600000000000002
computer controlled exhaust emissions repair,0.7600000000000002
engine disassembly and rebuilding,0.7600000000000002
water sampling,0.7600000000000001
flood risk assessment,0.7600000000000001
stylistic consistency,0.76
space management,0.76
set design,0.76
content management,0.7516666666666663
financial calculation,0.75
visual merchandising,0.7499999999999998
mourner guidance,0.7499999999999997
processional management,0.7499999999999997
ceremonial protocol,0.7499999999999997
adjustment,0.7474999999999993
regulatory database management,0.7450000000000004
regulatory submission,0.7450000000000004
regulatory policy development,0.7450000000000004
regulatory risk management,0.7450000000000004
product recall coordination,0.7450000000000004
regulatory procedure development,0.7450000000000004
relationship building,0.7449999999999997
power generation,0.7399999999999998
sanding,0.7399999999999989
pet care advice,0.7383333333333328
vertical alignment,0.7350000000000001
brick laying techniques,0.7350000000000001
corner construction,0.7350000000000001
course laying,0.7350000000000001
shipping documentation,0.7349999999999999
mail handling,0.7333333333333332
heavy lifting operations,0.7283333333333335
cargo inspection techniques,0.725
inspection reporting,0.725
loading procedures,0.725
broadcast monitoring,0.7214285714285713
hydrologic studies,0.7200000000000001
advertising strategy development,0.7199999999999998
bidding process coordination,0.7199999999999998
client relationship management,0.7199999999999998
new market identification,0.7199999999999998
meter reading,0.716666666666666
address management,0.7149999999999999
package handling,0.7149999999999999
walking navigation,0.7149999999999999
failure analysis,0.7129999999999992
wiring diagrams,0.7100000000000004
containment techniques,0.7066666666666669
environmental safety protocols,0.7066666666666669
material estimation,0.705
health literacy,0.7
learning support,0.7
holistic student development,0.7
cell culture techniques,0.7
primary care procedures,0.6999999999999998
musculoskeletal diagnosis,0.6999999999999996
network troubleshooting,0.698333333333333
accounting standards,0.6949999999999998
financial objectives,0.6949999999999998
tax return preparation,0.6949999999999996
data review,0.6949999999999996
client advice,0.6949999999999996
service fee calculation,0.6949999999999996
background investigations,0.6949999999999993
higher education,0.6933333333333331
encumbrance assessment,0.6899999999999994
property ownership verification,0.6899999999999994
map interpretation,0.6899999999999994
document analysis,0.6899999999999994
title research,0.6899999999999994
restriction identification,0.6899999999999994
land record management,0.6899999999999994
wildlife behavior study,0.6866666666666661
electrical safety procedures,0.6829999999999994
electrical code compliance,0.6829999999999994
worksite safety management,0.6829999999999994
visual representation,0.6800000000000002
signal strength testing,0.6799999999999999
audio recording,0.6799999999999995
fact investigation,0.6749999999999992
trial preparation,0.6749999999999992
legal precedent analysis,0.6749999999999992
buttonhole creation,0.6699999999999999
garment repair,0.6699999999999999
hemming skills,0.6699999999999999
fitting techniques,0.6699999999999999
tailoring skills,0.6699999999999999
civil engineering,0.6699999999999995
wastewater management,0.666666666666666
government relations,0.6633333333333327
childcare program development,0.6599999999999999
template creation,0.6533333333333328
oral surgery,0.6525000000000001
pattern reading,0.6501282051282037
adjusting machine controls,0.6501282051282037
energy analysis,0.65
student instruction,0.6499999999999995
labor requirements,0.6466666666666666
regulatory advice,0.6450000000000002
aseptic techniques,0.6400000000000001
grounding system installation,0.6399999999999999
antenna mounting and alignment,0.6399999999999999
network coverage analysis,0.6399999999999999
course planning,0.6399999999999999
tower transmission component installation,0.6399999999999999
settlement negotiation,0.6399999999999997
social awareness,0.6349999999999993
circulatory system management,0.6324999999999995
cosmetic restoration,0.6324999999999995
embalming techniques,0.6324999999999995
pallbearer duties,0.6324999999999995
restorative surgery,0.6324999999999995
preservation fluid handling,0.6324999999999995
casket arrangement,0.6324999999999995
climate analysis,0.6300000000000001
adhesion promotion,0.6299999999999999
visual impairment assessment,0.6299999999999997
mobility device training,0.6299999999999997
sensory information utilization,0.6299999999999997
assessment and planning,0.6299999999999997
independent travel techniques,0.6299999999999997
travel instruction,0.6299999999999997
fundraising strategies,0.6233333333333329
technical investigation,0.6199999999999999
conceptual design,0.6199999999999999
material joining,0.6149999999999985
product construction,0.6149999999999985
leather working techniques,0.6149999999999985
sewing machine operation,0.6149999999999985
pattern cutting,0.6149999999999985
forecasting,0.6133333333333332
funeral planning,0.6124999999999995
veterinary care coordination,0.6116666666666666
animal identification,0.6116666666666666
genetics knowledge,0.6116666666666666
enclosure maintenance,0.6116666666666666
public interaction,0.6099999999999999
cellular component identification,0.6099999999999999
traffic speed measurement,0.6099999999999999
microscopic techniques,0.6099999999999999
traffic volume measurement,0.6099999999999999
signal effectiveness assessment,0.6099999999999999
lighting adequacy assessment,0.6099999999999999
visual aid creation,0.6099999999999999
speech analysis,0.6099999999999999
mechanical systems installation,0.606666666666666
soil conservation,0.606666666666666
counterweight installation,0.606666666666666
safety controls adjustment,0.606666666666666
massage techniques,0.6049999999999998
compaction techniques,0.6049999999999995
account management,0.6033333333333329
dietary accommodation,0.6024999999999995
spatial analysis,0.6016666666666662
product integrity,0.6016666666666657
fat removal techniques,0.6016666666666657
labeling and packaging,0.6016666666666657
weight measurement,0.6016666666666657
head count management,0.5999999999999999
prisoner record keeping,0.5999999999999999
discipline maintenance,0.5999999999999999
contraband detection,0.5999999999999999
prisoner behavior monitoring,0.5999999999999999
physical force management,0.5999999999999999
lock and gate inspection,0.5999999999999999
merchandise evaluation,0.5999999999999994
product introduction,0.5999999999999994
user experience design,0.5900000000000001
solution development,0.5900000000000001
partnership building,0.5833333333333333
institutional development,0.5833333333333333
user interface design,0.5800000000000001
workplace design,0.5800000000000001
human factors engineering,0.5800000000000001
human machine interface design,0.5800000000000001
ergonomics,0.5800000000000001
frame assembly,0.5799999999999996
lens alignment,0.5799999999999996
lens inspection methods,0.5799999999999996
optical element shaping,0.5799999999999996
lens quality control,0.5799999999999996
precision lens polishing,0.5799999999999996
optical element assembly,0.5799999999999996
optical element coating,0.5799999999999996
lens cleaning procedures,0.5799999999999996
lens mounting techniques,0.5799999999999996
programming and installation,0.578999999999999
mechanical systems troubleshooting,0.578999999999999
background research,0.5749999999999993
reintegration planning,0.5749999999999993
offender assessment,0.5749999999999993
probation and parole management,0.5749999999999993
electromechanical design,0.573999999999999
vessel traffic management,0.5699999999999998
theme development,0.5699999999999998
traffic signal operation,0.5699999999999998
exercise program development,0.5699999999999997
usability testing,0.5666666666666663
dimensional accuracy,0.5633333333333334
quantitative methods,0.5633333333333329
purchasing procedures,0.56
paper handling techniques,0.5599999999999999
plate securing methods,0.5599999999999999
feed control systems,0.5599999999999999
ink flow management,0.5599999999999999
continuing education,0.5599999999999994
conducting techniques,0.5599999999999993
tonal balance,0.5599999999999993
music theory,0.5599999999999993
musical arrangement,0.5599999999999993
instrumental direction,0.5599999999999993
vocal direction,0.5599999999999993
harmony and melody,0.5599999999999993
rust removal,0.5599999999999992
note taking skills,0.559999999999998
diversity awareness,0.559999999999998
study skills,0.559999999999998
motivational techniques,0.559999999999998
engine component analysis,0.5554545454545454
mechanical system adjustment,0.5554545454545454
instrument usage,0.5549999999999999
glass shaping techniques,0.5549999999999999
dimensional measurement,0.5549999999999985
infection treatment,0.5525
facial reconstruction,0.5525
facial trauma management,0.5525
bone and gum tissue regeneration,0.5525
dental implant preparation,0.5525
public presentation,0.55
design calculations,0.55
environmental auditing,0.5499999999999997
scientific guidance,0.5499999999999997
medical analysis,0.5499999999999995
material application,0.549999999999999
weather analysis,0.5399999999999996
data logging,0.5399999999999995
resource exploration,0.5399999999999995
drill cuttings analysis,0.5399999999999995
well logging,0.5399999999999995
labor negotiation,0.5383333333333332
campaign team management,0.533333333333333
media selection,0.533333333333333
advertising campaign planning,0.533333333333333
media coordination,0.533333333333333
bookkeeping,0.5316666666666657
display maintenance,0.5299999999999999
color scheme selection,0.5299999999999999
lighting planning,0.5299999999999999
product arrangement,0.5299999999999999
equipment adjustment,0.5299999999999998
natural resource management,0.5299999999999997
gis analysis,0.5299999999999997
wood surface treatment,0.5299999999999991
edge treatment,0.5299999999999991
floor finishing,0.5299999999999991
air quality control,0.5283333333333321
preservation methods,0.5249999999999999
patron services,0.5249999999999998
circuit board layouts,0.5200000000000004
assembly drawings,0.5200000000000004
toxicity reduction,0.5199999999999998
collection management,0.5199999999999996
metal tempering,0.5166666666666663
digital resource utilization,0.5149999999999998
content writing,0.5149999999999998
binding techniques,0.5149999999999998
reference checking,0.5149999999999998
textual integrity,0.5149999999999998
spelling correction,0.5149999999999998
manuscript review,0.5149999999999998
punctuation techniques,0.5149999999999998
textual accuracy,0.5149999999999998
composition standards,0.5149999999999998
alternative communication devices,0.5100000000000002
pathology reporting,0.5099999999999996
fabrication skills,0.5099999999999993
document security,0.5066666666666664
bulk material handling,0.5066666666666664
product flow management,0.5066666666666664
vessel operation,0.5050000000000004
committee work,0.5033333333333334
natural disaster risk assessment,0.5
geophysical information analysis,0.5
gravity measurement,0.5
mineral identification,0.5
magnetic field measurement,0.5
rock classification,0.5
generator repair,0.5
geochemical analysis,0.5
fossil analysis,0.5
repairing complex systems,0.5
propeller maintenance,0.5
diagnostic skills,0.5
import export regulations,0.4999999999999999
customs documentation,0.4999999999999999
duty and tax calculation,0.4999999999999999
machine learning,0.4999999999999998
proteomics,0.4999999999999998
spinal adjustment,0.4999999999999997
x-ray interpretation,0.4999999999999997
support device recommendation,0.4999999999999997
musculoskeletal system correction,0.4999999999999997
flight operations,0.4999999999999997
cabin management,0.4999999999999997
classification taxonomies,0.49666666666666637
content accessibility,0.49666666666666637
revision control,0.49666666666666637
earth moving,0.4933333333333327
studio management,0.4914285714285712
technical training,0.4914285714285712
audio production,0.4914285714285712
glass replacement,0.49
spatial data interpretation,0.48999999999999966
hydrogen fuel cell systems,0.48499999999999943
statistical software,0.48499999999999943
energy storage,0.48499999999999943
electrochemical diagnostics,0.48499999999999943
fuel cell design,0.48499999999999943
power electronics,0.48499999999999943
electric drive systems,0.48499999999999943
patient positioning,0.4849999999999993
volunteer management,0.4833333333333333
event scheduling,0.4833333333333333
mathematical formulas,0.4800000000000001
assembly layout,0.4800000000000001
special education strategies,0.48000000000000004
memory skills development,0.48000000000000004
classroom preparation,0.48000000000000004
therapeutic regimens,0.48000000000000004
sensory-motor skills development,0.48000000000000004
student monitoring,0.48000000000000004
technical assistance,0.4799999999999998
personal development counseling,0.4799999999999995
independent living skills,0.4799999999999995
bathing assistance,0.4799999999999994
light housekeeping,0.4799999999999994
load management,0.47878787878787843
sales strategy development,0.47666666666666674
cart management,0.476666666666666
supply replenishment,0.476666666666666
window cleaning,0.476666666666666
toiletries replenishment,0.476666666666666
food quality control,0.4766666666666659
automotive repair techniques,0.47545454545454546
historical research,0.47500000000000003
public opinion analysis,0.4749999999999999
observation techniques,0.47333333333333344
oversight and security,0.47333333333333344
video review,0.47333333333333344
control systems,0.4700000000000001
nutrition and conditioning advice,0.47
athlete rehabilitation,0.47
athlete safety inspection,0.47
musculoskeletal injury evaluation,0.47
athlete equipment use advice,0.47
lost and found management,0.47
athlete participation clearance,0.47
therapeutic care,0.47
athlete health and wellness,0.47
athletic training room maintenance,0.47
reliability analysis,0.4699999999999999
reporting,0.4699999999999999
microelectromechanical systems design,0.4699999999999999
yield improvement,0.4699999999999999
process control checklists,0.4699999999999999
scientific literacy,0.46999999999999986
event participation,0.4699999999999996
athletic performance,0.4699999999999996
content creation,0.46999999999999953
point of sale,0.4685
cardiopulmonary resuscitation,0.46749999999999914
anesthesia delivery system calibration,0.46749999999999914
operating room supply management,0.46749999999999914
speech writing,0.4649999999999999
public image management,0.4649999999999999
persuasive communication,0.4649999999999999
content distribution,0.4649999999999999
social media management,0.4649999999999999
plastic panel repair,0.46
frame straightening,0.46
panel removal,0.46
composite material restoration,0.46
paint application,0.46
security system installation,0.45999999999999996
process design,0.4599999999999999
evidence-based practice,0.45999999999999985
nursing leadership,0.45999999999999985
social perception,0.45999999999999974
debt negotiation,0.45999999999999974
feed rate adjustment,0.4558333333333325
economic analysis,0.45499999999999996
pattern record keeping,0.4533333333333328
wood selection,0.4533333333333328
jig building,0.4533333333333328
building regulations,0.4499999999999995
material mixing,0.4449999999999994
abrasive tool selection,0.4449999999999987
operational analysis,0.43999999999999995
tree trimming,0.43999999999999995
circulation management,0.43999999999999956
consistency monitoring,0.43499999999999994
analytical techniques,0.43499999999999944
materials testing,0.43499999999999944
stone placement,0.4333333333333329
discipline enforcement,0.43000000000000016
educational leadership,0.43000000000000016
user education,0.4299999999999999
detonation techniques,0.4299999999999998
explosives handling,0.4299999999999998
blast site preparation,0.4299999999999998
independence training,0.4299999999999996
research participation,0.4299999999999994
restroom maintenance,0.42833333333333345
glass cleaning,0.42833333333333345
floor cleaning techniques,0.42833333333333345
cargo insurance,0.4249999999999998
sorting techniques,0.4216666666666668
derivative valuation,0.42
securities trading,0.42
asset optimization,0.42
financial research,0.42
medical information analysis,0.41999999999999993
swallowing disorders,0.41999999999999993
voice disorders,0.41999999999999993
fluency disorders,0.41999999999999993
spiritual guidance,0.41999999999999965
moral guidance,0.41999999999999965
religious education,0.41999999999999965
interfaith relations,0.41999999999999965
site monitoring,0.4199999999999992
audio equipment setup,0.4149999999999999
timely delivery,0.4133333333333331
material movement,0.4133333333333331
waste treatment and remediation,0.4099999999999998
quality judgment,0.40999999999999975
texture creation,0.40999999999999975
cost management,0.4099999999999997
animal specimen examination,0.4049999999999996
disease resistance enhancement,0.4049999999999996
creative problem solving,0.4000000000000008
educational technology,0.39999999999999997
production coordination,0.39999999999999997
dosage calculation,0.3999999999999999
media promotion,0.39999999999999947
instrumental skills,0.39999999999999947
musical adaptability,0.39999999999999947
rehearsal techniques,0.39999999999999947
audience engagement,0.39999999999999947
music education,0.39999999999999947
stage presence,0.39999999999999947
physical security,0.3966666666666666
program knowledge,0.395
data architecture,0.39166666666666616
solar system design,0.39
population health management,0.3899999999999999
community health improvement,0.3899999999999999
health surveillance,0.3899999999999999
financial goal setting,0.38999999999999985
visual system analysis,0.3899999999999997
laundry,0.38999999999999957
control board management,0.38999999999999946
operational data management,0.38999999999999946
switching order preparation,0.38999999999999946
power distribution,0.38999999999999946
energy scheduling,0.38999999999999946
equipment positioning,0.38499999999999923
field operations,0.38000000000000006
oil and gas recovery,0.38000000000000006
project evaluation,0.37999999999999984
user support,0.375
pedestrian management,0.3749999999999997
education research,0.37
route familiarity,0.37
special needs accommodation,0.37
itinerary development,0.37
destination knowledge,0.37
radioisotope equipment operation,0.36999999999999983
technology integration,0.36999999999999983
radiopharmaceutical administration,0.36999999999999983
family support,0.36999999999999955
technical specifications evaluation,0.3649999999999999
hazardous substance removal,0.3633333333333333
material sorting,0.3633333333333333
dismantling techniques,0.3633333333333333
education policy,0.3599999999999999
thickness measurement,0.3599999999999998
procurement,0.3599999999999997
algorithm development,0.35999999999999943
data extraction,0.3516666666666661
business rule implementation,0.3516666666666661
data transformation,0.3516666666666661
data loading,0.3516666666666661
data documentation,0.3516666666666661
metadata management,0.3516666666666661
field observation,0.3500000000000002
spill prevention,0.3500000000000002
test solution preparation,0.35000000000000003
spectrophotometry,0.35000000000000003
chromatography techniques,0.35000000000000003
analytical chemistry,0.35000000000000003
musicality,0.35
costume design,0.35
physical awareness,0.35
nano-enabled product design,0.3499999999999999
rigorous testing,0.3499999999999999
molecular physics,0.3499999999999999
advanced design software,0.3499999999999999
nanoscale materials synthesis,0.3499999999999999
recipe development,0.34999999999999976
policy and regulation advising,0.3399999999999999
employee insurance management,0.3399999999999999
federal and state law compliance,0.3399999999999999
research application,0.3399999999999999
collaboration with external providers,0.3399999999999999
pension program management,0.3399999999999999
employee remuneration analysis,0.3399999999999999
workplace practice improvement,0.3399999999999999
cellular biology,0.3399999999999998
biofuels research,0.3380952380952379
font and graphic management,0.33
nuclear energy management,0.33
image and text proofreading,0.33
nuclear safety protocols,0.33
nuclear fuel cycle management,0.33
printing plate production,0.33
digital content preparation,0.33
vulnerability assessment,0.32999999999999996
computational biology,0.3299999999999999
bioinformatics,0.3299999999999999
molecular biology,0.3299999999999999
coaching techniques,0.3299999999999997
error detection,0.32499999999999996
fact verification,0.32499999999999973
text rewriting,0.32499999999999973
content development,0.32499999999999973
grammar correction,0.32499999999999973
writing style improvement,0.32499999999999973
editing techniques,0.32499999999999973
publication planning,0.32499999999999973
content supervision,0.32499999999999973
manuscript evaluation,0.32499999999999973
readability enhancement,0.32499999999999973
heating process management,0.3249999999999995
adoption facilitation,0.32000000000000006
animal welfare knowledge,0.32000000000000006
drawing and mapping,0.32000000000000006
computer-assisted drafting,0.32000000000000006
rapport building,0.32
treatment outcome analysis,0.32
music therapy planning,0.32
troubleshooting manufacturing issues,0.31999999999999995
biological science knowledge,0.31999999999999995
sustainable manufacturing technologies,0.31999999999999995
lean manufacturing techniques,0.31999999999999995
technical expertise,0.3199999999999999
feedback and support,0.3199999999999999
public access policy,0.31999999999999973
english language instruction,0.31999999999999906
trapping methods,0.3150000000000005
marine life handling,0.3150000000000005
competitor analysis,0.3144444444444443
oven temperature control,0.3116666666666659
decorating techniques,0.3116666666666659
dough preparation,0.3116666666666659
baking techniques,0.3116666666666659
batter preparation,0.3116666666666659
material processing,0.31000000000000055
physiological data analysis,0.31000000000000005
visual content creation,0.31
court representation,0.30999999999999994
textile knowledge,0.30999999999999994
classroom discussion facilitation,0.30999999999999994
fashion trend analysis,0.30999999999999994
crop rotation,0.30999999999999994
project monitoring,0.30999999999999994
underwater operations,0.30999999999999983
dive planning,0.30999999999999983
environmental awareness,0.30999999999999983
marine life observation,0.30999999999999983
climate change research,0.30999999999999983
climate change mitigation,0.30999999999999983
fiscal planning,0.3099999999999997
budget compliance,0.3099999999999997
profitability analysis,0.3099999999999997
construction safety,0.3099999999999994
radiation detection,0.3066666666666664
decontamination procedures,0.3066666666666664
protective gear usage,0.3066666666666664
learning theories,0.30000000000000004
nervous system function evaluation,0.30000000000000004
neurological disorder diagnosis,0.30000000000000004
electrode placement techniques,0.30000000000000004
medical information collection,0.30000000000000004
sleep disorder diagnosis,0.30000000000000004
brain activity monitoring,0.30000000000000004
fire investigation reporting,0.2999999999999997
electrical system diagnosis,0.2979999999999997
key fabrication,0.29
key system design,0.29
lock configuration management,0.29
lock mechanism analysis,0.29
emergency access procedures,0.29
locksmithing techniques,0.29
lock adjusting,0.29
master key system management,0.29
safe repair,0.29
lock repair,0.29
museum collection management,0.2899999999999998
fieldwork experience,0.2899999999999998
object conservation,0.2899999999999998
artifacts preparation,0.2899999999999998
exhibition installation,0.2899999999999998
supervisory skills,0.2899999999999998
obstacle navigation,0.2899999999999997
team direction,0.2899999999999997
transportation preparation,0.2899999999999997
rigging system setup,0.2899999999999997
equipment anchoring,0.2899999999999997
survey design,0.28999999999999926
relaxation techniques,0.2849999999999998
joint function evaluation,0.2849999999999998
posture guidance,0.2849999999999998
soft tissue analysis,0.2849999999999998
muscle strength assessment,0.2849999999999998
service coordination,0.2849999999999997
placement support,0.2849999999999997
tool sharpening,0.2833333333333331
aesthetic design,0.28
business planning,0.28
marketing materials design,0.2799999999999999
talent evaluation,0.2799999999999998
nutrition and hydration education,0.2799999999999998
physical fitness assessment,0.2799999999999998
athlete evaluation,0.2799999999999998
client representation,0.2799999999999998
cycle management,0.2799999999999996
electrodiagnosis,0.2799999999999994
assistive device prescription,0.2799999999999994
treatment monitoring,0.2799999999999994
therapy prescription,0.2799999999999994
sorting and routing,0.275
freight tracking,0.2749999999999999
delivery notification,0.2749999999999999
financial estimation,0.2749999999999999
transcription techniques,0.2749999999999998
concrete finishing,0.2749999999999992
network integration,0.27
network equipment configuration,0.27
component adjustment,0.27
engine dismantling,0.27
motorcycle repair techniques,0.27
transmission repair,0.27
ignition system repair,0.27
brake repair,0.27
tissue preparation,0.27
moxibustion,0.2699999999999999
acupuncture techniques,0.2699999999999999
heat and cold therapy,0.2699999999999999
herbal medicine,0.2699999999999999
acupressure,0.2699999999999999
fire detection systems,0.2699999999999998
substance flow analysis,0.2699999999999998
alternative energy scenarios,0.2699999999999998
cyclical system design,0.2699999999999998
eco-industrial practices,0.2699999999999998
environmental forecasting,0.2699999999999998
environmental database management,0.2699999999999998
precision cutting,0.26833333333333237
specimen collection,0.26750000000000035
radio broadcasting,0.2649999999999999
train scheduling,0.26499999999999957
travel information,0.26333333333333314
investigative coordination,0.26
employee benefit research,0.26
prescription preparation,0.26
pharmacy operations,0.26
patient data entry,0.26
fraud detection,0.26
dental prosthetics,0.26
loss investigation,0.2599999999999999
loss prevention strategies,0.2599999999999999
data distribution,0.2599999999999999
thermal equipment repair,0.2599999999999999
mentoring,0.2599999999999999
coordinate calculation,0.2599999999999999
technological advancements,0.2599999999999999
survey data collection,0.2599999999999999
pre-operative care,0.2599999999999998
wildland firefighting training,0.2599999999999997
forest use regulations enforcement,0.2599999999999997
campsite inspection,0.2599999999999997
firefighting equipment maintenance,0.2599999999999997
fire hazard identification,0.2599999999999997
corrective lens prescription,0.2599999999999997
forest tract inspection,0.2599999999999997
market condition updates,0.2599999999999997
trading practices,0.2599999999999997
investment advice,0.2599999999999997
market terms explanation,0.2599999999999997
correspondence management,0.25999999999999956
compact earth fills,0.2574999999999998
grade specifications,0.2574999999999998
screed temperatures,0.2574999999999998
finished road materials,0.2574999999999998
material distribution,0.2574999999999998
asphalt flow rates,0.2574999999999998
equipment setup and teardown,0.2574999999999998
media planning,0.2549999999999999
broadcast content development,0.2549999999999999
content evaluation,0.2549999999999999
structural support,0.2549999999999998
refueling and maintenance,0.2549999999999998
pre-operational checks,0.2549999999999998
foundation installation,0.2549999999999998
piling installation,0.2549999999999998
security training,0.25
security documentation,0.25
cleaning agent regulation,0.2499999999999999
wrapping techniques,0.2499999999999999
article identification,0.2499999999999999
article folding,0.2499999999999999
filter cleaning,0.2499999999999999
hanging techniques,0.2499999999999999
textile examination,0.2499999999999999
code marking,0.2499999999999999
article counting,0.2499999999999999
site selection,0.2499999999999999
tree assessment,0.2499999999999999
directional control,0.2499999999999999
physical education,0.2499999999999996
worksite preparation,0.24878787878787859
team guidance,0.24878787878787859
aviation technology,0.2466666666666667
airworthiness certification,0.2466666666666667
template fabrication,0.2449999999999999
seam placement,0.2449999999999997
cement removal,0.2449999999999997
guideline measurement,0.2449999999999997
floor covering installation,0.2449999999999997
foundation smoothing,0.2449999999999997
appliance removal,0.2449999999999997
deposit management,0.24
discrepancy resolution,0.24
account verification,0.24
currency counting,0.24
search and rescue,0.2399999999999999
technical leadership,0.23999999999999977
proposal presentation,0.23999999999999977
design review,0.23999999999999977
neuroimaging interpretation,0.2399999999999997
neurological examination,0.2399999999999997
neurological service coordination,0.2399999999999997
brain death determination,0.2399999999999997
string adjustment,0.2399999999999997
instrument reassembly,0.2399999999999997
sound quality evaluation,0.2399999999999997
mechanism expertise,0.2399999999999997
instrument disassembly,0.2399999999999997
tuning instruments,0.2399999999999997
instrument repair techniques,0.2399999999999997
corrosion control,0.23999999999999969
electrical engineering principles,0.2359999999999996
electronics assembly,0.2359999999999996
design refinement,0.23500000000000032
historical interpretation,0.23500000000000001
oral history recording,0.23500000000000001
authenticity evaluation,0.23500000000000001
pattern optimization,0.2349999999999997
architectural design,0.23
programming substitution,0.23
signal strength adjustment,0.23
audio signal adjustment,0.23
broadcast equipment operation,0.23
broadcast transmission control,0.23
transmission equipment operation,0.23
mediation skills,0.2299999999999999
court presentation,0.2299999999999999
claim settlement,0.2299999999999999
air traffic control,0.2299999999999999
flight planning,0.2299999999999999
property boundary determination,0.2299999999999998
aerial survey conducting,0.2299999999999998
land feature analysis,0.2299999999999998
electronic data processing,0.2299999999999998
survey instrument calibration,0.2299999999999998
geodetic measurements,0.2299999999999998
photogrammetric map compilation,0.2299999999999998
scale and projection determination,0.2299999999999997
division strip installation,0.2299999999999997
map accuracy evaluation,0.2299999999999997
grinding and polishing,0.2299999999999997
terrazzo application,0.2299999999999997
boundary establishment,0.2299999999999997
decorative element embedding,0.2299999999999997
computer graphics expertise,0.2299999999999997
aircraft assembly,0.2299999999999995
critical analysis,0.22499999999999992
ethnographic fieldwork,0.22000000000000003
anthropological theory,0.22000000000000003
product research,0.22
product description writing,0.22
green building practices,0.22
avionics equipment installation,0.21999999999999997
facial measurement techniques,0.21999999999999992
sales tracking,0.21999999999999992
optical prescription analysis,0.21999999999999992
contact lens care,0.21999999999999992
frame selection,0.21999999999999992
eyewear design,0.21999999999999992
lens fabrication,0.21999999999999992
hydroelectric plant operations,0.21999999999999992
